No.2 Woods and Woods Trio,1
No.1 Overture,1
Program,1
No.5 Gordon and Marx ,1
"""Some Mind Reader""",1
Their Newest Laugh Maker,1
"""Miss 318""",1
Miss 318,1
Arcadia,1
"""The Last of the Quakers""",1
"An Idyllic Comedy, In One Act",1
"""The Suffragette Pitcher""",1
An Up-to-Date Farcical Musical Skit,1
"An Idyllic Comedy, in one act",1
The Beauties,1
Liz,1
Elevating a Husband,1
The Suffragette Pitcher,1
A New Musical Comedy,1
La Scala Grand Opera Co.,1
"""No Trespassing""",1
"""Myrtle Clayton: or, Wronged from the Start""",1
"Everett Shinn's New ""Meller Drammer""",1
"""Mon Desir""",1
An Opera Bouffe in One Act and a Prologue,1
From One Place!,1
"A Successor to ""More Sinned Against Than Usual""",1
"Myrtle Clayton; or, Wronged from the Start",1
Bronx County Vaudeville Festival,1
Spring Vaudeville Festival,1
"""The Wire Tapper""",1
"""The Beauties""",1
"""The New Chauffeur""",1
Some Boy-Some Girl-Some Songs,1
The Call of the Sixties,1
the Musical Melange,1
"""The Piano-Movers and the Actress""",1
"Miniature Musical Comedy, Comprising Six Scenes",1
"""Just Phor Phun""",1
"""Drifting""",1
"""The Album of Life's Pictures""",1
"Exit March: ""Melon Melody"", Snyder",1
The Album of Life's Pictures,1
"Overture: ""Bohemian Girl"", Balfe",1
"""Made Good""",1
"Neptune's Garden of Living Statues; or, ""The Enchanted Pool""",1
"""Beauty Is Only Skin Deep""",1
Beauty is Only Skin Deep,1
La Danse Dementia,1
"The Mythological Water Pantomime, with Music",1
"Neptune's Garden of Living Statues; or, The Enchanted Pool",1
At the Song Booth,1
Made Good,1
"""A Night on a Houseboat""",1
"""The Countess Nadine""",1
A Drama  ,1
How Hubby Missed the Train,1
"""From Stage Carpenter to Ackter""",1
A Travesty by Arthur Denvir,1
A Travesty,1
"""The Bo'sun's Mate""",1
Rollicking Farce,1
Musical Play   ,1
"""Motoring""",1
"""A Study in Black and White""",1
Original Novelty,1
A Smile! A Laugh!! A Yell!!!,1
Motoring,1
Artists' Children,1
"""Youth""",1
"""Carmen""",1
One-Act Romantic Drama,1
"Exit March: ""Auld Acquaintance"", Keller",1
"Intermission: ""Harmony Joe"", Jos. Stern",1
Carmen,1
"Overture: ""Victory"", Kramer",1
"""A Chinatown Fantasy""",1
A Classic of the South,1
Her Pilgrimage in Quest of Love,1
A Comedy of Romance and Laughter,1
The Sun Dodgers,1
A Fanfare of Frivolity in Two Acts,1
"New Series--Never Shown Before in Brooklyn.  Authorized by the German General Staff.  Under the Auspices of the ""New Yorker Staatszeitung.""",1
Official German War Films,1
"Wholesome, Fascinating Detective Play",1
A Condensed Version of the Four-Act Play of the Same Name,1
A Travesty Drama of Up-State Folks,1
More Sinned Against than Usual,1
National Anthem - Bagley,1
The All-Star Lambs' Gambol Success,1
A Symbolic Play in Four Scenes,1
"""Dance Dream""",1
"""What Will Happen Next?""",1
Ten for a tin of ten,1
fourth season 1912-1913 twelfth week,1
What will Happen Next?,1
Aniversary Week,1
"George Drumm's Bronx Theatre Orchestra ""Songland""",1
The Fifth American Tour of Harry Lauder and a company of international artists,1
Rigoletto,1
Lucia,1
"Opera in 4 Acts, by Donizetti",1
Gioconda,1
"Opera in 4 Acts, by Ponchielli",1
Traviata,1
Trovatore,1
"""The Red Heads""",1
George Drumm's Bronx Theatre Orchestra,1
FIRE NOTICE,1
Fifth Season 1914-1914 Tweaty-Fourth Week,1
LITTLE CIGARS,1
Ten for Ten Cents,1
PEERLESS,1
When Furnishing Yout Home Buy at FENNELL`S,1
"Jacob Kaufman, proprietor of the Kaufman Cloak and Suit Co., New York,",1
More Light for Less Money,1
Brighten Your Home,1
For the Holidays,1
with the cheerful light of,1
THE PEERLESS ECONOMIC GAS LAMP,1
Have our salesman call and install one,1
Original Iron Jaw Wire Act,1
"""La Brulante"", Jesse Winne",1
The News of the World Illustrated by Moving Pictures ,1
The Red Heads,1
"""West Point Cadet"", Engelman",1
Smoke,1
(Pulse of My Heart),1
Parisian vaudeville in three acts.,1
Somewhere Else,1
A Musical Fantasy,1
The Dove of Peace,1
A Comic Opera in Three Acts and Six Scenes,1
A Play of New York Life,1
Incidental to Act II: Bunty Bulls and Strings,1
An Operetta in Two Acts,1
"""Victorious Ever is Youth""",1
"The Charmingly Romantic Comedy of Youth, Beauty and Age",1
Rebecca of Sunnybrook Farm,1
Soul-Stirring Drama,1
"Founded on the Widely Known Novel of the Same Name By John Fox, Jr.",1
Joseph and His Brethren,1
"The $100,000 Photo-Drama",1
The Auctioneer,1
"Broadway, at Forty First Street",1
Monster Benefit to Treasurer Lew Nap Wood,1
"""Harmony Hall""",1
A Merry Musical Melange,1
"""A Burning Shame""",1
A Red Hot Travesty,1
Her Awakening,1
The Orphan,1
Monster Benefit,1
Those Two Fuels,1
Geo. M. Cohan's Best Play,1
"The Vivid Drama, Like No Other",1
New Musical Play,1
Sensational Comic Opera Success,1
Smoke Between the Acts,1
Bringing Up Father,1
A Musical Farce Adapted from the Famous Cartoons,1
The Lesson of the Review,1
"A Musical Farce Comedy, in Three Acts",1
A Comedy ,1
Kasernluft,1
Alt Heidelberg,1
Production staged by Gus Sohlke,1
Music by A. Baldwin Sloane,1
Book by Edgar Smith,1
The CIGARETTE of the hour,1
12th Night,1
Bunny in Funnyland,1
"Live, Love and Laugh",1
Music by Reginald DeKoven.,1
Book by Fred De Gresac and Harry B. Smith,1
Staged by Wm. J. Wilson,1
"The Somewhat Different Comedy, with Music, in Three Acts",1
A New Musical Play,1
John Philip Sousa's New Comic Opera,1
New Comic Opera,1
The Musical Comedy De Luxe,1
An Original Play by Michael Morton,1
The Exploits of Elaine,1
"The Clutching Hand, A Photo Play of Mystery and Love",1
The Miracle Man,1
Geo. M. Cohan's Powerful Comedy Drama,1
A Photo Play of Mystery and Love,1
(The Clutching Hand),1
Episode No. 1: The Exploits of Elaine,1
"The Musical Comedy Sensation of 1911-12, Based on Bud Fisher's Famous Cartoons",1
"""Love of the Rose""",1
"""Court By Girls""",1
"A Farce, with Music",1
An Object Lesson,1
"""My Lady of the Bungalow""",1
The Battle of Bay Rum,1
Kick-In,1
My Lady of the Bungalow,1
Court by Girls,1
Love of the Rose,1
"""Oriental Echoes"", George Rosey",1
"Exit March: ""College Chaps"", Henry Fantson",1
Talking Motion Pictures: 1 - Temptation of Faust; 2 - Jack's Joke,1
"Intermission: ""Good Night, Nurse"", Walker-Gumble",1
dd,1
Madame Sherry,1
Second Triumphal Tour,1
A French Vaudeville in Three Acts,1
Lew Fields' Production,1
Astor Theatre,1
Green Stockings,1
The Fortune Hunter,1
Massive Production of Winchell Smith's Comedy Triumph,1
A Farcical Melodramatic Comedy With Songs,1
The Crinoline Girl,1
The International Operetta Triumph,1
A Comedy in Three Acts,1
The Dummy,1
A Detective Comedy,1
"Laughs, Throbs and Thrills",1
A New Comedy in Three Acts,1
A Play of Tender Sentiment Sparkling with Fun,1
Panthea,1
Monckton Hoffe's Powerful Drama,1
A Play with a Prologue and Three Acts.,1
First and Only Authentic Motion Pictures of the European War,1
Fall Vaudeville Festival,1
"""Our Bob.""",1
"""The Wanderer.""",1
"An Adaptation from the French of ""Le Satyre"" by Georges Berr and Marcel Guillemaud",1
"A Comedy from the German, in 3 Acts",1
An adaptation from the French of “Le Satyre”,1
A New Comedy,1
The Inspiring Dramatic Spectacle,1
Heronimo,1
The Littlest Rebel,1
A New Play by Charles Klein,1
"A Powerful Play of To-day, in Four Acts",1
A Musical Comedy in Three Acts,1
A Play of To-Day,1
Musical Comedy Sensation,1
The Spring Maid,1
(Die Sprudelfee),1
"An Operetta, in Two Acts and Four Scenes",1
Grand Revival of the Pastoral Comedy Drama,1
The Great Musical Play of the Year,1
A New Play by George Broadhurst,1
A New Play by Chas Klein,1
The Red Petticoat,1
Seven Sisters,1
Charles Cherry,1
Mrs. Bumpstead-Leigh,1
A Farcical Comedy,1
George Ade's Musical Comedy Masterpiece,1
SMOKE BETWEEN THE ACTS,1
little cigars,1
A drama in four acts,1
"A Play of To-Day, in Four Acts.  Founded on David Graham Phillips' Most Celebrated Novel",1
"A Play of To-Day, in Four Acts",1
Founded on David Graham Phillips' Most Celebrated Novel,1
A Pot-pourri of Weber-Fields Reminiscences.,1
The Arab,1
A Farcical Romance,1
Blanche Bates,1
7 Days,1
a farcical romance,1
7 Time 7 Laughs a Minute for 177 Minutes,1
Alice in Wonderland,1
The Green Millionaire,1
"From Lewis Carroll's ""Alice in Wonderland"" and ""Through the Looking Glass""",1
in Three Acts,1
The Red Rose,1
A Musical Comedy.,1
"Book by Otto Hauerbach, author of ""Madame Sherry""",1
Music by F. A. Mills,1
Seven Days,1
Being a Combination of Curious Circumstances,1
"A Play Of New York Life, Entitled",1
Being a Combination of Curious Circumstances Related by Mary Roberts Rinehart and Avery Hopwood.,1
Related by Mary Roberts Rinehart and Avery Hopwood,1
Seven Days: being a combination of curious circumstances,1
A Perfect Lady,1
A Comedy in Four Acts,1
The Queen of the Movies,1
The Tune Success of Years,1
The First and Only Authentic Motion Pictures of the European War,1
The Mystery Farce in Two Acts with Prologue and Epilogue,1
The Famous Mystery Farce that Ran a Full Season in New York and Chicago,1
The Mystery Farce,1
